queue_transaction_latency_avg,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
382,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
383,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
384,1e-06,1e-06,1e-06,0.0,1e-06,1e-06,1e-06
385,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
386,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
387,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
388,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1e-06
389,1e-06,1e-06,1e-06,0.0,1e-06,1e-06,1e-06
390,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
391,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
392,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
393,1e-06,1e-06,1e-06,0,1e-06,1e-06,1e-06
394,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
395,1e-06,1e-06,3.7e-05,1e-06,1e-06,1e-06,1e-06
396,1e-06,1e-06,0,0.0,1e-06,1e-06,1e-06
397,1e-06,1e-06,1e-06,0.0,1e-06,1e-06,1e-06
398,1e-06,0,1e-06,1e-06,1e-06,1e-06,1e-06
399,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
400,1e-06,1e-06,1e-06,1e-06,0.0,1e-06,1e-06
401,1e-06,1e-06,1e-06,0,0.0,1e-06,0.0
402,1e-06,0,1e-06,1e-06,0,1e-06,1e-06
403,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
404,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,1e-06
405,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
406,0.0,1e-06,1e-06,1e-06,1e-06,1e-06,0
407,1e-06,1e-06,1e-06,1e-06,0,1e-06,0.0
408,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
409,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
410,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0
411,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
412,1e-06,1e-06,1e-06,0.0,1e-06,1e-06,1e-06
413,1e-06,1e-06,1e-06,0.0,1e-06,1e-06,0
414,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0
415,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
416,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
417,1e-06,0,1e-06,1e-06,1e-06,1e-06,1e-06
418,1e-06,0,1e-06,1e-06,1e-06,1e-06,0
419,1e-06,0,1e-06,1e-06,1e-06,1e-06,1e-06
420,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,1e-06
421,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
422,1e-06,1e-06,1e-06,1e-06,1e-06,0,1e-06
423,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
424,0.0,1e-06,1e-06,1e-06,0.0,1e-06,1e-06
425,1e-06,0,1e-06,1e-06,0.0,1e-06,1e-06
426,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
427,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
428,0.0,0.0,1e-06,1e-06,1e-06,1e-06,1e-06
429,1e-06,0,1e-06,1e-06,1e-06,1e-06,1e-06
430,1e-06,1e-06,1e-06,1e-06,0.0,1e-06,1e-06
431,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
432,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
433,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
434,0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
435,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
436,1e-06,0,1e-06,1e-06,0.0,1e-06,1e-06
437,0,0,0,1e-06,1e-06,0.0,1e-06
438,0,0,0,1e-06,0,1e-06,1e-06
439,0,0,0,1e-06,1e-06,0,1e-06
440,0,0,0,1e-06,0.0,1e-06,1e-06
441,0,0,0,1e-06,1e-06,1e-06,1e-06
442,0,0,0,1e-06,1e-06,1e-06,1e-06
443,0,0,0,1e-06,1e-06,0.0,1e-06
444,0,0,0,1e-06,1e-06,1e-06,1e-06
445,0,0,0,1e-06,1e-06,0.0,1e-06
446,0,0,0,1e-06,1e-06,1e-06,1e-06
447,0,0,0,1e-06,1e-06,1e-06,1e-06
448,0,1e-06,0,0.0,1e-06,1e-06,1e-06
449,1e-06,0,0,1e-06,1e-06,1e-06,0
450,0,0,0,0.0,1e-06,1e-06,1e-06
451,0,0,0,0.0,1e-06,1e-06,1e-06
452,0,0,0,1e-06,1e-06,1e-06,1e-06
453,0,0,0,1e-06,1e-06,1e-06,1e-06
454,0,0,0,1e-06,1e-06,1e-06,0.0
455,0,0,0,1e-06,1e-06,1e-06,1e-06
456,0,0,0,1e-06,1e-06,1e-06,1e-06
457,0,0,0,1e-06,1e-06,1e-06,1e-06
458,0,0,0,1e-06,1e-06,1e-06,1e-06
459,0,0,0,0,0,1e-06,1e-06
460,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0
472,0,0,0,1e-06,0,1e-06,0
473,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0
515,Null,Null,0,0,0,0,0
516,Null,Null,Null,0,0,0,0
517,Null,Null,Null,0,0,0,0
518,Null,Null,Null,0,0,0,0
519,Null,Null,Null,0,0,0,0
520,Null,Null,Null,0,0,0,0
521,Null,Null,Null,0,0,0,0
522,Null,Null,Null,0,0,0,0
523,Null,Null,Null,0,0,0,0
524,Null,Null,Null,0,0,0,0
525,Null,Null,Null,0,0,0,0
526,Null,Null,Null,0,0,0,0
527,Null,Null,Null,0,0,0,0
528,Null,Null,Null,0,0,0,0
529,Null,Null,Null,0,0,0,0
530,Null,Null,Null,0,0,0,0
531,Null,Null,Null,0,0,0,0
532,Null,Null,Null,0,0,0,0
533,Null,Null,Null,0,0,0,0
534,Null,Null,Null,0,0,0,0
535,Null,Null,Null,0,0,0,0
536,Null,Null,Null,0,0,0,0
537,Null,Null,Null,0,0,0,0
538,Null,Null,Null,0,0,0,0
539,Null,Null,Null,0,0,0,0
540,Null,Null,Null,0,0,0,0
541,Null,Null,Null,0,0,0,0
542,Null,Null,Null,0,0,0,0
543,Null,Null,Null,0,0,0,0
544,Null,Null,Null,0,0,0,0
545,Null,Null,Null,0,0,0,0
546,Null,Null,Null,0,0,0,0
547,Null,Null,Null,0,0,0,0
548,Null,Null,Null,0,0,0,0
549,Null,Null,Null,0,0,0,0
550,Null,Null,Null,0,0,0,0
551,Null,Null,Null,0,0,0,0
552,Null,Null,Null,0,0,0,0
553,Null,Null,Null,0,0,0,0
554,Null,Null,Null,0,0,0,0
555,Null,Null,Null,0,0,0,0
556,Null,Null,Null,0,0,0,0
557,Null,Null,Null,0,0,0,0
558,Null,Null,Null,0,0,0,0
559,Null,Null,Null,0,0,0,0
560,Null,Null,Null,0,0,0,0
561,Null,Null,Null,0,0,0,0
562,Null,Null,Null,0,0,0,0
563,Null,Null,Null,Null,Null,0,0
564,Null,Null,Null,Null,Null,0,0
565,Null,Null,Null,Null,Null,0,0
566,Null,Null,Null,Null,Null,0,0
567,Null,Null,Null,Null,Null,0,0
568,Null,Null,Null,Null,Null,0,0
569,Null,Null,Null,Null,Null,0,0
570,Null,Null,Null,Null,Null,0,0
571,Null,Null,Null,Null,Null,0,0
572,Null,Null,Null,Null,Null,0,0
573,Null,Null,Null,Null,Null,0,0
574,Null,Null,Null,Null,Null,0,0
575,Null,Null,Null,Null,Null,0,0
576,Null,Null,Null,Null,Null,0,0
577,Null,Null,Null,Null,Null,0,0
578,Null,Null,Null,Null,Null,0,0
579,Null,Null,Null,Null,Null,0,0
580,Null,Null,Null,Null,Null,0,0
581,Null,Null,Null,Null,Null,0,0
582,Null,Null,Null,Null,Null,0,0
583,Null,Null,Null,Null,Null,0,0
584,Null,Null,Null,Null,Null,0,0
585,Null,Null,Null,Null,Null,0,0
586,Null,Null,Null,Null,Null,0,0
